Time,TPS,Response time,Response time standard deviation
570,14370,13440.666666666666,9027.443333333335
580,14465,13086.333333333334,6929.423333333333
590,14723,13238.0,10045.72
600,14632,13417.333333333334,9103.383333333333
610,14088,13732.333333333334,8511.256666666666
620,12565,15517.666666666666,13424.893333333333
630,13796,14041.333333333334,9322.076666666666
640,13866,13862.0,12171.016666666668
650,13213,14817.0,10527.96
660,13895,13935.333333333334,9953.933333333334
670,12913,13713.333333333334,11638.660000000002
680,13750,15132.666666666666,19795.366666666665
690,14053,13732.333333333334,8752.116666666667
700,13225,14443.333333333334,9470.483333333334
710,14543,13641.333333333334,9149.463333333333
720,13609,14329.0,11189.150000000001
730,14239,13546.0,10206.123333333335
740,14184,13807.0,11090.656666666668
750,13916,13809.0,12387.373333333335
760,14259,13598.0,9320.606666666667
770,13470,14127.666666666666,10397.83
780,13829,14163.333333333334,10542.29
790,13686,14513.333333333334,12073.08
800,13976,13807.666666666666,8472.526666666667
810,13719,14066.666666666666,8974.956666666667
820,13751,14052.333333333334,11979.533333333333
830,13141,13896.666666666666,8077.7699999999995
840,14641,13927.333333333334,12484.653333333334
850,13526,14298.666666666666,8441.583333333334
860,13894,13916.666666666666,8879.253333333334
870,15017,12866.666666666666,5852.256666666667
880,14145,13660.0,11556.789999999999
890,13598,14257.0,10281.506666666666
900,13815,13851.333333333334,10489.563333333334
910,13869,14188.666666666666,10353.696666666667
920,14293,13611.0,8559.083333333334
930,12947,15067.333333333334,10852.206666666667
940,12893,15271.666666666666,13940.706666666667
950,13547,14510.0,12001.913333333332
960,13875,13863.333333333334,7756.596666666667
970,15006,12899.333333333334,6512.490000000001
980,13369,14408.333333333334,12831.856666666667
990,14171,13638.666666666666,7330.030000000002
1000,13643,14124.666666666666,8879.56
1010,14052,13745.333333333334,7240.990000000001
1020,14563,13261.666666666666,5848.763333333333
1030,14220,13610.666666666666,7490.03
1040,13672,14089.666666666666,13067.153333333334
1050,13381,14509.333333333334,13965.390000000001
1060,14002,13820.333333333334,10724.223333333333
1070,13524,14285.666666666666,10709.176666666666
1080,14167,13672.0,7011.746666666666
1090,13280,13921.0,9089.21
1100,13694,14859.0,15369.683333333332
1110,14590,13080.333333333334,6747.236666666667
1120,14024,14140.666666666666,9456.036666666667
1130,14163,13519.666666666666,8772.14
1140,13694,14188.333333333334,8121.580000000001
1150,14061,13718.0,7445.676666666666
1160,14410,13417.666666666666,7415.423333333333
1170,13903,13919.333333333334,6328.096666666667
1180,13683,14109.666666666666,7776.873333333333
1190,13664,14010.333333333334,9582.223333333333
1200,14189,13786.0,8516.88
1210,13053,14788.333333333334,12338.156666666668
1220,12262,16603.333333333332,21834.403333333332
1230,13444,14398.666666666666,10885.666666666666
1240,14293,13592.666666666666,6584.490000000001
1250,13879,13918.666666666666,9177.896666666667
1260,14079,14148.333333333334,10864.233333333334
1270,13649,14290.0,9546.513333333332
1280,14947,12872.666666666666,8281.503333333332
1290,13097,14887.0,9934.793333333333
1300,14230,13520.666666666666,8623.316666666668
1310,14102,13734.333333333334,7924.116666666666
1320,13713,14117.0,7676.316666666667
1330,13276,14471.0,7987.336666666667
1340,13752,14152.666666666666,8370.050000000001
1350,13509,14288.666666666666,11283.4
1360,14281,13418.666666666666,7827.7300000000005
1370,11213,16871.666666666668,23006.73
1380,13836,14701.333333333334,16777.47333333333
1390,12381,16346.333333333334,20371.646666666667
1400,14123,13442.666666666666,8199.833333333334
1410,15334,12796.666666666666,7583.23
1420,15358,12536.0,7026.163333333334
1430,13728,14330.0,10737.583333333334
1440,14095,13824.333333333334,9041.136666666667
1450,15645,12349.333333333334,7781.256666666667
1460,13677,14141.666666666666,13005.783333333333
1470,14586,13369.666666666666,7519.459999999999
1480,13326,14290.666666666666,8249.943333333335
1490,13465,14508.0,9065.246666666666
1500,14570,13263.333333333334,7668.740000000001
1510,13803,14114.0,11320.770000000002
1520,13045,15144.0,12234.08
1530,12337,16927.333333333332,22423.333333333332
1540,12331,16815.666666666668,23101.20666666667
1550,14599,13233.666666666666,7994.7733333333335
1560,14262,13592.333333333334,8731.37
1570,15240,12663.333333333334,7105.12
1580,14774,13080.0,7231.046666666666
1590,14637,13269.333333333334,7571.28
1600,14765,13235.333333333334,9563.376666666665
1610,13594,14235.0,15397.263333333334
1620,14551,13383.666666666666,9813.213333333333
1630,13941,13872.0,9253.313333333334
1640,13277,14546.666666666666,9747.126666666665
1650,14873,13130.333333333334,8218.836666666668
1660,14548,13237.666666666666,9140.323333333334
1670,14390,13091.0,9037.616666666667
1680,14266,14238.666666666666,12030.86
1690,13689,14069.666666666666,10539.913333333334
1700,12616,15836.0,22181.593333333334
1710,14271,13497.333333333334,7871.779999999999
1720,15101,12793.0,7422.343333333333
1730,14926,12908.666666666666,7852.2300000000005
1740,14109,13667.666666666666,7721.860000000001
1750,15188,12745.666666666666,7312.080000000001
1760,14933,12949.333333333334,8395.606666666667
1770,13657,14172.0,13534.48666666667
1780,14004,13836.0,10278.186666666666
1790,13498,14296.0,10186.91
1800,13916,14166.0,11462.656666666668
1810,11299,13685.333333333334,9183.726666666666
1820,13359,17598.0,35983.276666666665
1830,15236,12756.0,7199.103333333333
1840,13420,14437.0,12701.753333333332
1850,14418,13424.0,10500.529999999999
1860,14556,13298.333333333334,7242.766666666667
1870,14226,13596.666666666666,8174.816666666666
1880,14566,13225.333333333334,8610.786666666667
1890,13667,14118.0,8236.833333333334
1900,13383,14423.333333333334,9857.89
1910,15377,12580.666666666666,6706.099999999999
1920,14627,13237.0,8651.986666666666
1930,13310,14441.333333333334,10244.206666666665
1940,13875,14056.666666666666,10910.42
1950,13778,13992.0,10941.86
1960,12476,13291.666666666666,9422.199999999999
1970,13597,17748.333333333332,35160.29
1980,14242,13566.666666666666,10090.37
1990,12969,14881.666666666666,17289.273333333334
2000,15095,12675.0,6202.373333333334
2010,14224,13730.0,10371.206666666667
2020,14543,13149.0,7144.546666666666
2030,14544,13446.333333333334,9791.733333333334
2040,14507,13550.333333333334,9101.86
2050,13834,13919.0,10016.366666666667
2060,13646,14418.333333333334,18704.133333333335
2070,13985,13504.666666666666,12754.460000000001
2080,13664,14792.333333333334,13394.913333333332
2090,14022,13797.333333333334,8794.01
2100,13602,14333.0,11075.86
2110,12476,15833.333333333334,16932.63
2120,12038,21693.0,49314.28333333333
2130,13569,14285.666666666666,11935.903333333334
2140,12753,13664.0,12130.783333333333
2150,13395,16025.0,27905.97
2160,14778,13069.0,10160.06
2170,14981,12893.0,6637.966666666667
